"date","order_id","asin","disposition","reason","comments"
2025-03-20 20:49:27,"111-3790321-2628231","B0DBYMRB1C","SELLABLE","QUALITY_UNACCEPTABLE","Flimsy"
2025-03-20 20:49:27,"111-3790321-2628231","B0DBYMRB1C","SELLABLE","QUALITY_UNACCEPTABLE","Flimsy"
2025-03-20 18:57:09,"113-6014665-1921051","B0DBYVNMF8","CUSTOMER_DAMAGED","SWITCHEROO",""
2025-03-20 16:25:38,"113-9973332-0975401","B0DBVMLB8P","DEFECTIVE","ORDERED_WRONG_ITEM","wrong color"
2025-03-20 15:48:29,"114-7133329-3815420","B0DBYVNMF8","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED",""
2025-03-20 10:03:47,"114-4045506-2441840","B0DBYYXW44","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED",""
2025-03-20 09:58:48,"114-7170567-4505823","B0DBYP9F11","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-20 08:55:31,"111-7349307-1529815","B0DBZ697XG","SELLABLE","UNWANTED_ITEM","Don’t like"
2025-03-20 06:25:08,"112-1415133-6846650","B0DBVJDNXF","SELLABLE","NO_REASON_GIVEN",""
2025-03-20 05:13:32,"111-2223846-1784206","B0DBYT5KQ7","CUSTOMER_DAMAGED","APPAREL_TOO_SMALL",""
2025-03-19 20:59:48,"112-8971215-5434627","B0DBYY5XMP","SELLABLE","QUALITY_UNACCEPTABLE","Too fake looking"
2025-03-19 20:01:50,"112-4438430-1294662","B0DBVN24HV","CUSTOMER_DAMAGED","MISSING_PARTS",""
2025-03-19 19:01:00,"112-6144888-6941046","B0DBYVNMF8","SELLABLE","NOT_AS_DESCRIBED","Colors were a bit off"
2025-03-19 12:14:39,"114-4140870-7057834","B0DBZ3PDH4","CUSTOMER_DAMAGED","ORDERED_WRONG_ITEM",""
2025-03-19 11:04:37,"112-0316067-7025030","B0DBYX9CK6","SELLABLE","NEVER_ARRIVED",""
2025-03-19 10:37:40,"114-9429464-3716263","B0DBZ7YNH5","CARRIER_DAMAGED","UNWANTED_ITEM",""
2025-03-19 06:51:21,"113-2412352-3753004","B0DBZGL9YS","CUSTOMER_DAMAGED","DEFECTIVE",""
2025-03-19 04:17:58,"111-6760246-2168237","B0DBYVNMF8","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED",""
2025-03-19 00:27:34,"113-9691387-6181808","B0DBYY5XMP","CUSTOMER_DAMAGED","MISSING_PARTS",""
2025-03-18 22:24:29,"113-6613510-2477856","B0DBVMLB8P","SELLABLE","UNWANTED_ITEM","Color not as expected"
2025-03-18 21:19:08,"111-4560823-1394665","B0DBY8NGRN","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED",""
2025-03-18 17:16:58,"113-3990521-9297837","B0DBYX9CK6","CUSTOMER_DAMAGED","APPAREL_TOO_LARGE",""
2025-03-18 16:29:08,"111-3790321-2628231","B0DBYT5KQ7","CUSTOMER_DAMAGED","QUALITY_UNACCEPTABLE",""
2025-03-18 10:25:28,"111-7530126-0201033","B0DBVPWW8F","SELLABLE","APPAREL_TOO_LARGE","Didn’t got my space as I  wanted .   Great colors and rug for the price ."
2025-03-18 10:23:12,"111-7530126-0201033","B0DBVPWW8F","CUSTOMER_DAMAGED","APPAREL_TOO_LARGE",""
2025-03-18 10:22:12,"113-1188408-4886624","B0DBVPWW8F","SELLABLE","UNWANTED_ITEM","Color"
2025-03-18 10:07:21,"112-6476792-8301858","B0DBVM69Y6","SELLABLE","ORDERED_WRONG_ITEM","Bought by mistake"
2025-03-18 02:52:29,"112-0618971-3010626","B0DBYYVZMX","CUSTOMER_DAMAGED","DEFECTIVE",""
2025-03-18 01:19:47,"112-6155540-6077023","B0DBYV567L","CUSTOMER_DAMAGED","APPAREL_TOO_LARGE",""
2025-03-18 01:09:12,"113-0615739-5370603","B0DBYP9F11","SELLABLE","NOT_AS_DESCRIBED","color"
2025-03-17 21:03:57,"112-1198707-0501803","B0DBYSVWYJ","CUSTOMER_DAMAGED","FOUND_BETTER_PRICE",""
2025-03-17 17:00:27,"114-8079429-5987467","B0DBZ1H9PP","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-17 16:04:34,"114-3454802-7304212","B0DBVN24HV","SELLABLE","APPAREL_TOO_LARGE","Too large"
2025-03-17 13:18:39,"114-3410318-0773866","B0DBYXH8YW","CUSTOMER_DAMAGED","APPAREL_TOO_SMALL",""
2025-03-17 11:05:42,"112-5014346-5650651","B0DBVM7S5P","CUSTOMER_DAMAGED","APPAREL_TOO_SMALL",""
2025-03-17 07:29:56,"111-4978700-6176217","B0DBVM69Y6","SELLABLE","UNDELIVERABLE_REFUSED",""
2025-03-17 06:54:23,"113-7948045-9679429","B0DBVMLB8P","SELLABLE","UNWANTED_ITEM","The green didn’t match my furniture."
2025-03-17 04:53:40,"111-2250381-8291420","B0DBYV7V8N","SELLABLE","UNWANTED_ITEM","Doesn’t match decor anymore"
2025-03-16 23:32:13,"111-1752000-9958643","B0DBYP9F11","SELLABLE","UNWANTED_ITEM","I want a bigger one"
2025-03-16 18:55:02,"111-4972498-5304210","B0DBYV567L","SELLABLE","UNWANTED_ITEM","I went with a different color scheme"
2025-03-16 11:04:57,"112-0306300-5106647","B0DBYYXW44","CUSTOMER_DAMAGED","APPAREL_TOO_LARGE",""
2025-03-16 01:40:06,"114-9803939-4964263","B0DBYLGSS5","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-15 14:36:15,"113-1054854-5997018","B0DBYYVZMX","SELLABLE","NO_REASON_GIVEN",""
2025-03-15 13:15:31,"113-8625607-5221025","B0DQ8FXRDX","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-15 10:53:47,"112-8800135-3157065","B0DBYZ1P1H","SELLABLE","UNWANTED_ITEM","Colors not as expected"
2025-03-15 05:45:00,"111-2542007-1780235","B0DBYLGSS5","CUSTOMER_DAMAGED","DEFECTIVE",""
2025-03-15 02:51:48,"111-9343187-5575416","B0DBVJDNXF","SELLABLE","MISSED_ESTIMATED_DELIVERY","arrived too late"
2025-03-14 20:48:42,"111-7174795-4552261","B0DBVM69Y6","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED",""
2025-03-14 20:10:48,"111-7239334-4738646","B0DBZ4M9KK","SELLABLE","UNWANTED_ITEM","Item not opened or used still sealed."
2025-03-14 18:12:55,"111-3525734-8285044","B0DBZ526W9","CUSTOMER_DAMAGED","ORDERED_WRONG_ITEM",""
2025-03-14 18:08:30,"114-9024971-9509857","B0DBVJDNXF","SELLABLE","UNAUTHORIZED_PURCHASE","Just wasn’t the color I was expecting."
2025-03-14 16:15:40,"113-7324571-1327448","B0DBVM69Y6","SELLABLE","UNWANTED_ITEM","Color is different than expected."
2025-03-13 05:50:17,"113-3925356-2705810","B0DBY8NGRN","CUSTOMER_DAMAGED","MISORDERED",""
2025-03-13 05:38:47,"113-1950964-7331402","B0DBVM69Y6","SELLABLE","UNAUTHORIZED_PURCHASE","2 were purchased."
2025-03-13 04:47:14,"112-8800135-3157065","B0DBVMLB8P","SELLABLE","UNWANTED_ITEM","Colors not as expected"
2025-03-12 23:54:14,"114-8793876-9624216","B0DBYVNMF8","SELLABLE","UNWANTED_ITEM","Chose a different rug"
2025-03-12 23:00:51,"112-3634914-3081842","B0DBYVNMF8","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-12 21:15:31,"114-5208355-9724218","B0DBYVNMF8","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-12 16:58:36,"111-0481882-4923402","B0DBVPWW8F","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-12 11:18:39,"114-3364608-3166639","B0DBYV567L","SELLABLE","QUALITY_UNACCEPTABLE",""
2025-03-12 08:52:45,"113-5267315-3780237","B0DBZB9JY5","CUSTOMER_DAMAGED","APPAREL_TOO_LARGE",""
2025-03-12 08:12:36,"111-7884364-8450651","B0DBYV567L","CUSTOMER_DAMAGED","APPAREL_TOO_LARGE",""
2025-03-12 06:32:25,"112-5452654-3879456","B0DBYVNMF8","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-12 05:59:07,"113-7310581-5032233","B0DBVPWW8F","CUSTOMER_DAMAGED","APPAREL_TOO_SMALL",""
2025-03-12 05:17:23,"112-5338153-2366622","B0DBVJDNXF","CUSTOMER_DAMAGED","MISORDERED",""
2025-03-12 04:13:30,"113-5514136-9546626","B0DBVJDNXF","CUSTOMER_DAMAGED","APPAREL_TOO_SMALL",""
2025-03-12 02:36:50,"111-1727766-3969006","B0DBVJDNXF","SELLABLE","UNWANTED_ITEM","I need to order a bigger size for my space. Rug was too small for the space."
2025-03-12 01:11:48,"112-9355743-7450643","B0DBZ697XG","SELLABLE","UNWANTED_ITEM","color wrong"
2025-03-12 01:00:17,"112-9320764-5153053","B0DBYSVWYJ","CUSTOMER_DAMAGED","DEFECTIVE",""
2025-03-11 23:10:21,"111-3636142-0933055","B0DBYVNMF8","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-11 18:39:42,"111-9384371-2483454","B0DBVPWW8F","SELLABLE","NO_REASON_GIVEN",""
2025-03-11 12:47:06,"114-2985623-5394623","B0DBYSVWYJ","SELLABLE","APPAREL_TOO_LARGE","It did not fit the space I needed it for"
2025-03-11 11:05:26,"113-2806163-8546657","B0DBYX9CK6","CUSTOMER_DAMAGED","ORDERED_WRONG_ITEM",""
2025-03-11 10:16:54,"113-7695091-8360246","B0DBY8NGRN","CUSTOMER_DAMAGED","NO_REASON_GIVEN",""
2025-03-11 07:02:03,"114-1142015-8237013","B0DBYMRB1C","CUSTOMER_DAMAGED","APPAREL_TOO_LARGE",""
2025-03-11 06:57:08,"114-7465801-2197038","B0DBZ7YNH5","CUSTOMER_DAMAGED","APPAREL_TOO_LARGE",""
2025-03-11 05:48:11,"111-1701404-9801861","B0DBVJDNXF","SELLABLE","SWITCHEROO","Wrong color, and wrong size."
2025-03-11 00:45:58,"111-4638985-0884247","B0DBYYXW44","SELLABLE","NOT_AS_DESCRIBED","Didn’t fit room"
2025-03-10 22:02:26,"111-4785455-3525059","B0DBYMRB1C","CARRIER_DAMAGED","NOT_AS_DESCRIBED",""
2025-03-10 18:01:43,"112-9306813-0906650","B0DBVPWW8F","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED",""
2025-03-10 14:55:54,"114-6168748-4745033","B0DBYZ1P1H","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED",""
2025-03-10 14:18:33,"114-4245555-7789033","B0DBYV567L","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-10 14:08:12,"114-3682864-5527437","B0DBYX9CK6","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-09 23:49:02,"114-3694475-8458656","B0DBVNXDMY","SELLABLE","ORDERED_WRONG_ITEM","Wrong size"
2025-03-09 23:27:23,"113-3379237-5323456","B0DBYYVZMX","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-09 18:32:59,"111-4988285-7349855","B0DBYP9F11","SELLABLE","QUALITY_UNACCEPTABLE","Didn’t like the quality"
2025-03-09 06:56:22,"112-0481274-9673046","B0DBYSVWYJ","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-09 05:57:55,"112-7696032-4787467","B0DBYMRB1C","SELLABLE","UNWANTED_ITEM","Did not like color"
2025-03-09 05:16:56,"112-1814651-5792202","B0DBYP9F11","CUSTOMER_DAMAGED","DEFECTIVE",""
2025-03-08 13:31:35,"111-2282030-0865043","B0DBYZ1P1H","SELLABLE","UNWANTED_ITEM","Didn&#39;t like the colors in person"
2025-03-08 12:50:13,"111-0798615-1551420","B0DBVM2KQN","SELLABLE","UNWANTED_ITEM","Kept other rug"
2025-03-08 10:49:01,"112-4453813-2216210","B0DBYYVZMX","SELLABLE","APPAREL_TOO_SMALL","Too small for the space"
2025-03-08 10:46:38,"114-3241891-3525001","B0DBYYVZMX","SELLABLE","UNWANTED_ITEM","No longer needed"
2025-03-08 07:57:00,"111-1312349-6489005","B0DQ8R7236","SELLABLE","UNWANTED_ITEM","Doesn’t match as much as thought"
2025-03-08 06:17:08,"114-4167015-4225056","B0DBYY5XMP","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-08 03:28:44,"113-6969612-0947405","B0DBZ56PC3","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-08 01:05:44,"113-5953239-5986636","B0DBYY5XMP","SELLABLE","UNWANTED_ITEM","I ordered the wrong size on accident. I love the rug and will reorder in the larger size."
2025-03-07 22:37:23,"113-8797159-6476209","B0DBZ4M9KK","CUSTOMER_DAMAGED","DEFECTIVE",""
2025-03-07 21:41:08,"114-0136522-6381072","B0DBYP9F11","SELLABLE","UNWANTED_ITEM","Found a different rug that works better for my space"
2025-03-07 16:37:23,"113-4132914-8181020","B0DBYV7V8N","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-07 15:41:57,"113-5027834-7719462","B0DBYYVZMX","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-07 13:11:44,"114-7871052-0097045","B0DBVM7S5P","DEFECTIVE","SWITCHEROO","Wrong effing item sent!!!! This happens WAY TOO OFTEN!!!!!!!!! Much much MUCH smaller rug than ordered. So angry!"
2025-03-07 13:07:39,"114-6778400-8621837","B0DBYXH8YW","SELLABLE","UNWANTED_ITEM","the colors did not match with my decor"
2025-03-07 12:03:25,"112-6650960-5704207","B0DBVLNWGB","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED",""
2025-03-07 11:12:12,"112-7190039-8991444","B0DBYVNMF8","SELLABLE","UNWANTED_ITEM","Don&#39;t like fabric"
2025-03-07 11:02:06,"113-8046765-2181843","B0DBVPWW8F","SELLABLE","APPAREL_TOO_LARGE","Just too large for my space."
2025-03-07 10:57:02,"114-6519298-9082643","B0DBYZ1P1H","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-07 10:55:36,"113-8046765-2181843","B0DBVPWW8F","SELLABLE","APPAREL_TOO_LARGE","Just too large for my space."
2025-03-07 10:13:20,"114-7767351-3213842","B0DBZ4M9KK","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-07 08:57:40,"111-8793765-4805038","B0DBZ5DYF4","SELLABLE","UNWANTED_ITEM","It was delayed and I found a new one"
2025-03-07 08:33:02,"113-2173003-0274620","B0DBVN24HV","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED",""
2025-03-07 06:09:36,"114-7037325-9885020","B0DBYYXW44","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-07 01:31:17,"113-9398859-5046613","B0DBYMRB1C","SELLABLE","NOT_AS_DESCRIBED",""
2025-03-07 01:31:17,"113-9398859-5046613","B0DBYMRB1C","SELLABLE","NOT_AS_DESCRIBED",""
2025-03-06 19:43:08,"111-4598263-9514608","B0DBY8NGRN","SELLABLE","UNWANTED_ITEM","Does not work with style"
2025-03-06 19:31:40,"112-1782460-9486619","B0DBZ3PDH4","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-06 15:35:33,"112-1910891-1433835","B0DBVPWW8F","SELLABLE","NOT_AS_DESCRIBED","Coloring not as described"
2025-03-06 13:23:37,"114-8602053-7506624","B0DBVPWW8F","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED",""
2025-03-06 08:33:41,"112-0716893-2511441","B0DBZ697XG","SELLABLE","QUALITY_UNACCEPTABLE","Quality not what  looking for."
2025-03-06 07:36:53,"111-4833252-9969063","B0DBZGL9YS","CUSTOMER_DAMAGED","DAMAGED_BY_FC",""
2025-03-06 00:21:31,"112-8784095-0425063","B0DBYSVWYJ","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-05 23:35:36,"111-7470555-4120263","B0DBY8NGRN","CUSTOMER_DAMAGED","DEFECTIVE",""
2025-03-05 22:47:25,"114-2609109-6315420","B0DBVNT5V3","CUSTOMER_DAMAGED","DEFECTIVE",""
2025-03-05 22:25:42,"114-2188624-4293064","B0DBVPWW8F","SELLABLE","UNWANTED_ITEM",""
2025-03-05 21:44:27,"114-5444354-5457854","B0DBVJDNXF","CUSTOMER_DAMAGED","DEFECTIVE",""
2025-03-05 21:31:48,"111-2374049-9051428","B0DBYZ1P1H","CUSTOMER_DAMAGED","NO_REASON_GIVEN",""
2025-03-05 21:21:57,"113-3982919-1219466","B0DBVPWW8F","SELLABLE","APPAREL_TOO_SMALL","Need a larger size"
2025-03-05 15:42:55,"114-6000580-7535463","B0DBYXH8YW","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-05 14:06:18,"113-0793586-9757002","B0DBYSVWYJ","SELLABLE","NOT_AS_DESCRIBED","It&#39;s more a blanket"
2025-03-05 08:52:15,"111-5764433-9682636","B0DBZGL9YS","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED",""
2025-03-05 07:15:59,"113-9157227-8972218","B0DBVM2KQN","SELLABLE","NOT_AS_DESCRIBED","Too much blue in the rug. Online didn&#39;t show that."
2025-03-05 07:07:21,"111-9109843-8150636","B0DBVMLB8P","SELLABLE","UNWANTED_ITEM","Just too large for space."
2025-03-05 05:58:33,"114-8589254-9211419","B0DBYXH8YW","SELLABLE","SWITCHEROO","No es la calidad que eaperaba. Es delgada y no se mustra como la fotografia. Esperaba algo mejor"
2025-03-05 04:53:12,"112-1166919-7010669","B0DBVMLB8P","SELLABLE","UNWANTED_ITEM","Changed mind"
2025-03-05 04:12:05,"113-4205650-5770607","B0DBYXH8YW","SELLABLE","NOT_AS_DESCRIBED","Inaccurate website description"
2025-03-05 01:40:06,"112-0128652-3226677","B0DBZGGRRH","SELLABLE","ORDERED_WRONG_ITEM","Bought the wrong size"
2025-03-04 21:49:54,"114-6725536-9101840","B0DBVM7S5P","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED",""
2025-03-04 15:21:15,"111-0944638-1821814","B0DBYSVWYJ","CUSTOMER_DAMAGED","DEFECTIVE",""
2025-03-04 11:42:09,"111-1154968-7651440","B0DBYV7V8N","SELLABLE","APPAREL_TOO_LARGE","Jdjej"
2025-03-04 10:51:16,"112-6836067-7582610","B0DBVKBXCB","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-04 07:38:49,"112-3593852-0675429","B0DBVM69Y6","SELLABLE","APPAREL_TOO_LARGE","RUG LARGER THAN I COULD USE  REORDERED SMALLER SIZE"
2025-03-04 04:51:33,"111-4203201-7633059","B0DBZGL9YS","CUSTOMER_DAMAGED","MISSED_ESTIMATED_DELIVERY",""
2025-03-03 17:48:51,"113-6739328-6998641","B0DBYP9F11","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-03 17:27:24,"113-5341616-1818637","B0DBYYVZMX","SELLABLE","NOT_AS_DESCRIBED","The rug doesn&#39;t look like I was expecting. The colors are to light and the rug is to thin."
2025-03-03 12:55:04,"111-1819938-6235412","B0DBYYVZMX","CUSTOMER_DAMAGED","DEFECTIVE",""
2025-03-03 12:29:34,"114-1214871-9383406","B0DBZ4M9KK","SELLABLE","NOT_AS_DESCRIBED","Won’t work with pets"
2025-03-02 22:46:53,"113-1632305-0329820","B0DBYV7V8N","CUSTOMER_DAMAGED","DAMAGED_BY_FC",""
2025-03-02 21:16:11,"111-3916699-4454626","B0DBVM7S5P","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED",""
2025-03-02 17:29:34,"112-0719661-5074601","B0DBYMRB1C","SELLABLE","UNWANTED_ITEM","Bought two colors like the other better"
2025-03-02 16:45:18,"113-2250284-2166666","B0DBVNT5V3","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-02 12:45:07,"114-7031017-3939407","B0DBZ56PC3","CUSTOMER_DAMAGED","DEFECTIVE",""
2025-03-02 10:50:13,"111-0374198-4221033","B0DBYV7V8N","SELLABLE","UNWANTED_ITEM","Not what I want"
2025-03-02 09:30:14,"114-1450338-1677051","B0DQ8FXRDX","SELLABLE","NOT_AS_DESCRIBED","It&#39;s not a rug materials. It&#39;s blanket material"
2025-03-02 07:20:38,"114-4909575-4989051","B0DBZ76XQH","SELLABLE","DEFECTIVE","Low quality"
2025-03-02 04:55:46,"113-7956645-9345806","B0DBZ7YNH5","CUSTOMER_DAMAGED","ORDERED_WRONG_ITEM",""
2025-03-01 19:11:51,"114-4936917-6276259","B0DBYZ1P1H","CUSTOMER_DAMAGED","DEFECTIVE",""
2025-03-01 12:05:16,"113-5205007-4554601","B0DBYVNMF8","SELLABLE","NO_REASON_GIVEN",""
2025-03-01 12:00:22,"112-3567200-7385806","B0DBYSVWYJ","CUSTOMER_DAMAGED","DEFECTIVE",""
2025-03-01 10:26:52,"114-2344386-4448241","B0DBYXH8YW","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-01 09:11:51,"112-5969720-9758647","B0DBYV7V8N","CUSTOMER_DAMAGED","ORDERED_WRONG_ITEM",""
2025-03-01 06:08:51,"111-9615569-5916236","B0DBYW49QF","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-03-01 05:31:55,"113-7578003-8900218","B0DBYSVWYJ","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-02-28 22:27:27,"113-6073973-8784246","B0DBYT5KQ7","CUSTOMER_DAMAGED","DEFECTIVE",""
2025-02-28 19:33:13,"112-0229564-2356253","B0DBVM69Y6","CUSTOMER_DAMAGED","NOT_AS_DESCRIBED",""
2025-02-28 12:56:42,"111-0599853-2145829","B0DBY8NGRN","CUSTOMER_DAMAGED","SWITCHEROO",""
2025-02-28 12:33:34,"113-0890735-2525058","B0DBYP9F11","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-02-28 11:30:21,"114-7706191-0084225","B0DBYV567L","SELLABLE","UNWANTED_ITEM","The rug was a good size and good quality, but the colors did not work with existing furniture."
2025-02-28 11:13:27,"112-0142323-2232205","B0DBVMLB8P","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-02-28 10:30:12,"111-7124791-0888212","B0DBVKBXCB","CUSTOMER_DAMAGED","UNWANTED_ITEM",""
2025-02-28 10:18:34,"114-7484129-6596238","B0DBYLGSS5","SELLABLE","APPAREL_TOO_SMALL","Doesn’t fit space as expected. Not used just sat in a box until I had time to return!"
