return-date	order-id	sku	asin	fnsku	product-name	quantity	fulfillment-center-id	detailed-disposition	reason	status	license-plate-number	customer-comments
2025-01-11T04:10:22-08:00	113-2259500-9553853	N1338-1-Orange-5x7-US-V1	B0DBYYVZMX	X004CCZFYJ	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Orange Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	LEX1	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNK4QRC8H4D	Didn’t like colors and texture in person
2025-01-11T02:41:36-08:00	114-6192645-4004217	N1338-3-Sage Green-6x9-US-V1	B0DBYT5KQ7	X004CCUZEJ	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Sage Green Stain Resistant Dining Room Rug Rainbow Low-Pile Carpet Soft Modern Rug for Office Nursery Room	1	HOU3	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMAW4838139	Too small
2025-01-10T14:50:02-08:00	114-4516808-2394668	G24267-1A-Cream-5x7-US-V1	B0DBYX9CK6	X004CCOSNN	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Cream Colorful Vintage Traditional Floral Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	LAS2	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMDM0861071	NA
2025-01-10T08:41:01-08:00	114-0354005-8911429	G24267-2-Beige-8x10-US-V1	B0DBVKBXCB	X004CBGG1B	LUXRUG Washable Area Rug 8x10 - Large Cream Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNNK4T936HWB	
2025-01-09T23:49:22-08:00	111-8719614-1985036	N1338-1-Orange-3x5-US-V1	B0DBZ7YNH5	X004CCRHBX	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Orange Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	PHX6	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNO280049263	color is not orange it is more like rust and not solid lines
2025-01-09T13:12:05-08:00	111-2350414-0243402	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	X004CCZFPN	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	CHA1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNNJ4K6X3RS6	
2025-01-09T12:45:39-08:00	113-8131667-8126661	G24268-1A-Cream-3x5-US-V1	B0DBYY5XMP	X004CCKR6P	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Cream Colorful Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office	1	PHX6	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNO279191055	The carpet size is smaller for the area. So buying a bigger size.
2025-01-09T08:11:00-08:00	114-8218217-8093804	G24268-7-Black-8x10-US-V1	B0DBY8NGRN	X004CCN1OF	LUXRUG Washable Area Rug 8x10 - Large Charcoal Black Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TEN1	SELLABLE	FOUND_BETTER_PRICE	Unit returned to inventory	LPNPMBD4493394	Don’t like
2025-01-07T21:30:16-08:00	113-6540091-6889829	G24268-7-Black-6x9-US-V1	B0DBYXH8YW	X004CCN2HB	LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Charcoal Black Stain Resistant Dining Room Rug Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	LAS2	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMDJ7597567	
2025-01-06T19:41:32-08:00	114-8071052-3082612	N1338-1-Orange-3x5-US-V1	B0DBZ7YNH5	X004CCRHBX	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Orange Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	LAS2	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMDH4449042	
2025-01-06T01:37:37-08:00	111-3737820-0397034	G24268-7-Black-6x9-US-V1	B0DBYXH8YW	X004CCN2HB	LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Charcoal Black Stain Resistant Dining Room Rug Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	TUS1	DEFECTIVE	UNWANTED_ITEM	Unit returned to inventory	LPNPMDE5933927	The rug is too small, I’d like to return it. I’ve already placed an order for the larger size from you
2025-01-05T12:49:56-08:00	113-1946515-0291410	N1338-1-Orange-3x5-US-V1	B0DBZ7YNH5	X004CCRHBX	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Orange Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	CHA1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNK4DFZ4KK1	No longer needed
2025-01-05T12:46:46-08:00	113-1946515-0291410	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	X004CCZFPN	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	CHA1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNK482ZQN6J	No longer needed
2025-01-04T12:30:53-08:00	112-8904843-9956246	G24267-1A-Cream-8x10-US-V1	B0DBYVNMF8	X004CCRXK3	LUXRUG Washable Area Rug 8x10 - Large Cream Colorful Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	SELLABLE	DEFECTIVE	Unit returned to inventory	LPNNH4R8LN7JK	pattern is not as expected
2025-01-03T14:25:04-08:00	111-7397949-5538616	N1338-3-Sage Green-5x7-US-V1	B0DBYV7V8N	X004CCZH29	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	FAR1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNAC190886681	
2025-01-03T12:40:29-08:00	113-5895531-2818604	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	X004CCZFPN	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	LAS2	SELLABLE	DEFECTIVE	Unit returned to inventory	LPNPMDI9030780	The color was not the same as the web color.
2025-01-03T11:27:31-08:00	112-5214594-5459447	G24136-7-Beige-8x10-US-V1	B0DBZ3PDH4	X004CD1IJ9	LUXRUG Washable Area Rug 8x10 - Large Beige Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Geometric Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	MEM3	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNL47R2DW9Q	To big
2025-01-03T04:54:05-08:00	112-0261348-0826655	G24136-7-Beige-3x5-US-V1	B0DBZ697XG	X004CCV651	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Beige Abstract Geometric Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	LEX1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNNJ462WG8X4	
2025-01-02T23:20:49-08:00	702-0509968-4547439	G24267-5-Green-3x5-US-V1	B0DBVPWW8F	X004CBBSFZ	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Vintage Oriental Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office Home Decor	1	LAS2	CUSTOMER_DAMAGED	NOT_COMPATIBLE	IMMEDIATE_LIQUIDATION	LPNPMDJ4423028	
2025-01-02T17:56:32-08:00	112-7833789-4076229	G24136-13-Grey-5x7-US-V1	B0DBYZM1X6	X004CCV52P	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Charcoal Grey Modern Abstract Geometric Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	LEX1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNK4WMFJ3PW	Ordered same product in larger size. Need to return the smaller unopened sealed package (but box was opened)
2025-01-02T10:21:16-08:00	114-0987839-8249057	G24267-2-Beige-8x10-US-V1	B0DBVKBXCB	X004CBGG1B	LUXRUG Washable Area Rug 8x10 - Large Cream Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TEN1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMDM6557120	got a cheaper rug
2025-01-01T23:14:00-08:00	113-6061996-7892257	G24268-7-Black-5x7-US-V1	B0DBZB9JY5	X004CCTMV1	LUXRUG Washable Area Rug 5x7 - Traditional Floral Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Charcoal Black Vintage Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	LAS2	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMDJ6096315	Don’t need. Don’t like it that area
2025-01-01T22:48:32-08:00	111-6060788-6729032	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	X004CCZCIN	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TEN1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMDE6569576	
2025-01-01T20:08:37-08:00	111-3178206-0131417	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	X004CCZCIN	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	HOU3	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMDK7883039	Printed not tufted
2024-12-31T07:38:19-08:00	113-2496235-7245027	G24268-7-Black-6x9-US-V1	B0DBYXH8YW	X004CCN2HB	LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Charcoal Black Stain Resistant Dining Room Rug Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	LEX1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNK4R3P7LKB	Going to get the cream colored one instead!
2024-12-30T21:32:00-08:00	111-5479313-6550642	G24267-5-Green-9x12-US-V1	B0DBVMLB8P	X004CBDMCH	LUXRUG Area Rugs 9x12 Living Room - Large Washable Sage Green Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	SELLABLE	SWITCHEROO	Unit returned to inventory	LPNNK46JM7LS3	WRONG RUG ENTIRELY!
2024-12-29T21:27:52-08:00	114-9692458-3717008	N1338-3-Sage Green-6x9-US-V1	B0DBYT5KQ7	X004CCUZEJ	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Sage Green Stain Resistant Dining Room Rug Rainbow Low-Pile Carpet Soft Modern Rug for Office Nursery Room	1	TUS1	CUSTOMER_DAMAGED	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNPMBE8851790	
2024-12-29T18:49:09-08:00	111-3936038-2708245	G24267-2-Beige-9x12-US-V1	B0DBVN24HV	X004CBJR4J	LUXRUG Area Rugs 9x12 Living Room - Large Washable Cream Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TUS1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMDK5680111	Item made out of plastic which I&#39;m trying to limit exposure to
2024-12-29T06:40:35-08:00	112-3709933-6307444	G24267-5-Green-5x7-US-V1	B0DBVNT5V3	X004CBGERR	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Vintage Oriental Farmhouse Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	IND8	SELLABLE	FOUND_BETTER_PRICE	Unit returned to inventory	LPNO270947240	Found a better rug, less expensive on Temu
2024-12-28T22:33:15-08:00	111-8680457-7338634	G24267-2-Beige-6x9-US-V1	B0DBVM7S5P	X004CBGGCF	LUXRUG 6x9 Area Rug for Living Room - Large Oriental Washable Rugs for Bedroom Non-Slip Cream Stain Resistant Dining Room Rug Farmhouse Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	PGA1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNAC919954583	
2024-12-28T16:38:26-08:00	113-6477163-6427459	G24267-4-Pink-6x9-US-V1	B0DBVPKNL7	X004CBGE8V	LUXRUG 6x9 Area Rug for Living Room - Large Oriental Washable Rugs for Bedroom Non-Slip Pink Stain Resistant Dining Room Rug Farmhouse Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	EWR7	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNRRIW5493524	
2024-12-28T05:13:26-08:00	111-5479313-6550642	G24267-5-Green-8x10-US-V1	B0DBVM69Y6	X004CBGGHP	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	CUSTOMER_DAMAGED	SWITCHEROO	Unit returned to inventory	LPNNH4712M7S3	
2024-12-27T22:28:59-08:00	114-4382618-8572227	G24267-5-Green-5x7-US-V1	B0DBVNT5V3	X004CBGERR	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Vintage Oriental Farmhouse Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	LEX2	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNNK4GNH86GH	
2024-12-27T22:19:28-08:00	112-4939764-0417023	G24268-1A-Cream-3x5-US-V1	B0DBYY5XMP	X004CCKR6P	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Cream Colorful Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office	1	LEX1	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNK4C8HYP1L	Color depiction on my device was not like what I received.
2024-12-26T10:02:39-08:00	113-7771572-5998656	G24268-7-Black-6x9-US-V1	B0DBYXH8YW	X004CCN2HB	LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Charcoal Black Stain Resistant Dining Room Rug Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	EWR7	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory	LPNRRIY5237013	
2024-12-26T03:48:03-08:00	113-5127692-4173050	G24136-7-Beige-3x5-US-V1	B0DBZ697XG	X004CCV651	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Beige Abstract Geometric Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	IND8	SELLABLE	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNO273268023	It didn’t look good in my house
2024-12-24T09:34:48-08:00	114-3746267-0422620	N1338-1-Orange-8x10-US-V1	B0DBYSVWYJ	X004CCRGQT	LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TUS1	SELLABLE	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNPMBE8851548	
2024-12-23T23:57:00-08:00	111-5840552-7668252	N1338-1-Orange-5x7-US-V1	B0DBYYVZMX	X004CCZFYJ	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Orange Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	LEX2	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory	LPNNG4D91R8ZZ	
2024-12-23T06:28:42-08:00	112-0743612-9984244	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	X004CCZFPN	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	FAR1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNAC714732398	
2024-12-22T19:44:33-08:00	111-4928543-9772257	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	X004CCZFPN	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	IND8	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNO274569346	Does not work with Dyson
2024-12-22T17:06:56-08:00	114-8182820-2597854	G24267-1A-Cream-8x10-US-V1	B0DBYVNMF8	X004CCRXK3	LUXRUG Washable Area Rug 8x10 - Large Cream Colorful Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TEN1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMBB6859514	The item does not match what I need.
2024-12-22T16:53:54-08:00	113-5617324-0852208	N1338-1-Orange-6x9-US-V1	B0DBZ5DYF4	X004CCRG7N	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Orange Stain Resistant Dining Room Rug Rainbow Low-Pile Carpet Soft Modern Rug for Office Nursery Room	1	TEN1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMDF5679056	
2024-12-22T07:47:23-08:00	114-4949158-3753859	G24136-7-Beige-3x5-US-V1	B0DBZ697XG	X004CCV651	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Beige Abstract Geometric Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	MEM3	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNNK4SMCCYVV	
2024-12-21T17:52:12-08:00	114-8376698-3312250	N1338-1-Orange-8x10-US-V1	B0DBYSVWYJ	X004CCRGQT	LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TUS1	SELLABLE	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNPMDN1019608	I didn’t measure properly and this was to big
2024-12-21T12:15:30-08:00	113-0673891-7245030	G24267-2-Beige-6x9-US-V1	B0DBVM7S5P	X004CBGGCF	LUXRUG 6x9 Area Rug for Living Room - Large Oriental Washable Rugs for Bedroom Non-Slip Cream Stain Resistant Dining Room Rug Farmhouse Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	FAR1	CUSTOMER_DAMAGED	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNAC826149813	
2024-12-21T06:29:02-08:00	113-0107374-1996229	G24267-5-Green-8x10-US-V1	B0DBVM69Y6	X004CBGGHP	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TUS1	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMDK5679385	
2024-12-20T21:59:07-08:00	112-0304226-1069814	G24267-4-Pink-8x10-US-V1	B0DBVMDM69	X004CBGG75	LUXRUG Washable Area Rug 8x10 - Large Pink Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	IAH1	CUSTOMER_DAMAGED	SWITCHEROO	Unit returned to inventory	LPNAC623012941	
2024-12-20T15:48:16-08:00	112-3566347-0333821	G24267-4-Pink-3x5-US-V1	B0DBVKS2S4	X004CBJR8F	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Pink Vintage Oriental Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office Home Decor	1	CHA1	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNK4DPTSBC9	
2024-12-20T11:07:44-08:00	114-6997810-0609809	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	X004CCZCIN	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TUS1	CUSTOMER_DAMAGED	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNPMBE8851288	
2024-12-19T23:32:49-08:00	112-1904610-7747413	G24267-1A-Cream-8x10-US-V1	B0DBYVNMF8	X004CCRXK3	LUXRUG Washable Area Rug 8x10 - Large Cream Colorful Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	FSD1	SELLABLE	UNDELIVERABLE_UNKNOWN	Unit returned to inventory	LPNRRIP8359671	
2024-12-19T18:55:38-08:00	114-7413309-2414639	N1338-1-Orange-9x12-US-V1	B0DBZ56PC3	X004CCV06L	LUXRUG Area Rugs 9x12 Living Room - Large Washable Orange Boho Rugs for Bedroom Soft Abstract Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	PCA1	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory	LPNPMDN7264625	
2024-12-19T16:55:52-08:00	111-8588309-9579444	N1338-2-Pink-5x7-US-V1	B0DBZ526W9	X004CCZF4T	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Pink Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	CHA1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNNJ4S15RJBP	
2024-12-19T07:51:34-08:00	701-0547035-3296217	G24136-7-Beige-9x12-US-V1	B0DBZ767W8	X004CCZOYP	LUXRUG - Alfombras de área de 9 x 12 pulgadas, grandes lavables, beige, bohemias, para recámara, alfombra abstracta suave, ultrafina, moderna, geométrica, resistente a las manchas, para comedor,	1	LAS2	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMDK5715574	This rug is very white. I am looking for a tan rug.
2024-12-19T05:10:08-08:00	111-6667913-1001040	G24267-5-Green-5x7-US-V1	B0DBVNT5V3	X004CBGERR	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Vintage Oriental Farmhouse Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	LAS2	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMDG9645841	Color is different
2024-12-18T22:16:06-08:00	111-4266814-2641856	G24267-2-Beige-6x9-US-V1	B0DBVM7S5P	X004CBGGCF	LUXRUG 6x9 Area Rug for Living Room - Large Oriental Washable Rugs for Bedroom Non-Slip Cream Stain Resistant Dining Room Rug Farmhouse Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	FAR1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNAC637630465	Not needed
2024-12-18T18:37:41-08:00	111-7209077-7445060	G24267-2-Beige-5x7-US-V1	B0DBVNXDMY	X004CBJOSX	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Cream Vintage Oriental Farmhouse Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	FAR1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNAC241646357	
2024-12-18T07:38:27-08:00	114-6099531-0226604	G24267-5-Green-9x12-US-V1	B0DBVMLB8P	X004CBDMCH	LUXRUG Area Rugs 9x12 Living Room - Large Washable Sage Green Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	SDF6	DEFECTIVE	SWITCHEROO	Unit returned to inventory	LPNNG4KZ8SQJ7	Sent pink rug  not green
2024-12-18T01:28:07-08:00	114-0950478-8787455	N1338-1-Orange-9x12-US-V1	B0DBZ56PC3	X004CCV06L	LUXRUG Area Rugs 9x12 Living Room - Large Washable Orange Boho Rugs for Bedroom Soft Abstract Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TUS1	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory	LPNPMDN1019327	
2024-12-17T22:35:22-08:00	112-0559890-8809010	G24267-5-Green-9x12-US-V1	B0DBVMLB8P	X004CBDMCH	LUXRUG Area Rugs 9x12 Living Room - Large Washable Sage Green Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNH4WZ6QXGY	Inaccurate shade of green
2024-12-17T16:46:11-08:00	113-6130890-1443468	N1338-1-Orange-8x10-US-V1	B0DBYSVWYJ	X004CCRGQT	LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TEN1	DEFECTIVE	UNWANTED_ITEM	Unit returned to inventory	LPNPMDG5567903	do not like design
2024-12-17T13:59:49-08:00	702-1079449-0288223	G24136-7-Beige-9x12-US-V1	B0DBZ767W8	X004CCZOYP	LUXRUG - Alfombras de área de 9 x 12 pulgadas, grandes lavables, beige, bohemias, para recámara, alfombra abstracta suave, ultrafina, moderna, geométrica, resistente a las manchas, para comedor,	1	LAS2	CUSTOMER_DAMAGED	NOT_COMPATIBLE	IMMEDIATE_LIQUIDATION	LPNPMBA7056330	
